iter,task_train_acc_pre_optim,task_train_acc_post_optim,task_train_params_dist,task_test_acc_pre_optim,task_test_acc_post_optim,task_test_params_dist
13570,0.05,0.05,2.6199949,0.05,0.05,2.619995
13580,0.05,0.05,2.619978,0.05,0.05,2.619975
13590,0.05,0.05,2.6199691,0.05,0.05,2.6199677
13600,0.05,0.05,2.6199656,0.05,0.05,2.619966
13610,0.05,0.05,2.6199636,0.05,0.05,2.6199646
13620,0.05,0.05,2.6199627,0.05,0.05,2.619964
13630,0.05,0.05,2.6199622,0.05,0.05,2.619964
13640,0.05,0.05,2.6199582,0.05,0.05,2.619967
13650,0.05,0.05,2.6199298,0.05,0.05,2.619959
13660,0.05,0.05,2.619895,0.05,0.05,2.619864
13670,0.05,0.05,2.6198301,0.05,0.05,2.6198413
13680,0.05,0.05,2.6198177,0.05,0.05,2.6198113
13690,0.05,0.05,2.6198015,0.05,0.05,2.6198034
13700,0.05,0.05,2.619796,0.05,0.05,2.6198
13710,0.05,0.05,2.6197846,0.05,0.05,2.6197932
13720,0.05,0.05,2.619762,0.05,0.05,2.6197608
13730,0.05,0.05,2.6197388,0.05,0.05,2.6197422
13740,0.05,0.05,2.6197197,0.05,0.05,2.6197236
13750,0.05,0.05,2.6196942,0.05,0.05,2.6196973
13760,0.05,0.05,2.6196678,0.05,0.05,2.619666
13770,0.05,0.05,2.6196547,0.05,0.05,2.6196525
13780,0.05,0.05,2.619647,0.05,0.05,2.6196434
13790,0.05,0.05,2.619638,0.05,0.05,2.6196325
13800,0.05,0.05,2.6196172,0.05,0.05,2.6196113
13810,0.05,0.05,2.6195822,0.05,0.05,2.6195796
13820,0.05,0.05,2.619563,0.05,0.05,2.61956
13830,0.05,0.05,2.6195529,0.05,0.05,2.619547
13840,0.05,0.05,2.6195452,0.05,0.05,2.619533
13850,0.05,0.05,2.6195276,0.05,0.05,2.6195157
13860,0.05,0.05,2.6195004,0.05,0.05,2.6195076
13870,0.05,0.05,2.619486,0.05,0.05,2.619486
13880,0.05,0.05,2.6194334,0.05,0.05,2.619408
13890,0.05,0.05,2.6193511,0.05,0.05,2.619346
13900,0.05,0.05,2.6193073,0.05,0.05,2.6193085
13910,0.05,0.05,2.619292,0.05,0.05,2.619287
13920,0.05,0.05,2.6192815,0.05,0.05,2.6192803
13930,0.05,0.05,2.6192772,0.05,0.05,2.6192768
13940,0.05,0.05,2.6192749,0.05,0.05,2.6192756
13950,0.05,0.05,2.6192718,0.05,0.05,2.619276
13960,0.05,0.05,2.6192613,0.05,0.05,2.61928
13970,0.05,0.05,2.6192095,0.05,0.05,2.6192176
13980,0.05,0.05,2.6191602,0.05,0.05,2.6191535
13990,0.05,0.05,2.6191254,0.05,0.05,2.6191168
14000,0.05,0.05,2.619104,0.05,0.05,2.6191072
14010,0.05,0.05,2.6191018,0.05,0.05,2.6190941
14020,0.05,0.05,2.619099,0.05,0.05,2.6190832
14030,0.05,0.05,2.6190603,0.05,0.05,2.61904
14040,0.05,0.05,2.618984,0.05,0.05,2.618976
14050,0.05,0.05,2.6189392,0.05,0.05,2.6189468
14060,0.05,0.05,2.6189277,0.05,0.05,2.6189203
14070,0.05,0.05,2.6189137,0.05,0.05,2.6189141
14080,0.05,0.05,2.6189108,0.05,0.05,2.6189117
14090,0.05,0.05,2.6189098,0.05,0.05,2.6189086
14100,0.05,0.05,2.618907,0.05,0.05,2.6189075
14110,0.05,0.05,2.6188943,0.05,0.05,2.618889
14120,0.05,0.05,2.618822,0.05,0.05,2.6188133
14130,0.05,0.05,2.6187646,0.05,0.05,2.618764
14140,0.05,0.05,2.6187396,0.05,0.05,2.6187353
14150,0.05,0.05,2.6187239,0.05,0.05,2.6187246
14160,0.05,0.05,2.6187189,0.05,0.05,2.6187174
14170,0.05,0.05,2.6187153,0.05,0.05,2.6187153
14180,0.05,0.05,2.618714,0.05,0.05,2.6187136
14190,0.05,0.05,2.6187134,0.05,0.05,2.6187127
14200,0.05,0.05,2.6187127,0.05,0.05,2.6187127
14210,0.05,0.05,2.6187122,0.05,0.05,2.6187131
14220,0.05,0.05,2.6187105,0.05,0.05,2.6187148
14230,0.05,0.05,2.618684,0.05,0.05,2.6187055
14240,0.05,0.05,2.618596,0.05,0.05,2.6185546
14250,0.05,0.05,2.6184864,0.05,0.05,2.6184714
14260,0.05,0.05,2.618429,0.05,0.05,2.618431
14270,0.05,0.05,2.618407,0.05,0.05,2.6184092
14280,0.05,0.05,2.6183991,0.05,0.05,2.6183984
14290,0.05,0.05,2.618396,0.05,0.05,2.618392
14300,0.05,0.05,2.6183941,0.05,0.05,2.6183877
14310,0.05,0.05,2.6183894,0.05,0.05,2.6183703
14320,0.05,0.05,2.6183245,0.05,0.05,2.6183288
14330,0.05,0.05,2.6182806,0.05,0.05,2.6182806
14340,0.05,0.05,2.6182587,0.05,0.05,2.6182566
14350,0.05,0.05,2.6182466,0.05,0.05,2.618244
14360,0.05,0.05,2.6182435,0.05,0.05,2.6182368
14370,0.05,0.05,2.6182392,0.05,0.05,2.6182263
14380,0.05,0.05,2.6182132,0.05,0.05,2.618197
14390,0.05,0.05,2.6181688,0.05,0.05,2.6181757
14400,0.05,0.05,2.6181598,0.05,0.05,2.6181524
14410,0.05,0.05,2.6181457,0.05,0.05,2.6181495
14420,0.05,0.05,2.618144,0.05,0.05,2.6181426
14430,0.05,0.05,2.6181402,0.05,0.05,2.6181383
14440,0.05,0.05,2.6181283,0.05,0.05,2.6181273
14450,0.05,0.05,2.6180887,0.05,0.05,2.6180804
14460,0.05,0.05,2.6180506,0.05,0.05,2.6180472
14470,0.05,0.05,2.6180277,0.05,0.05,2.61803
14480,0.05,0.05,2.6180182,0.05,0.05,2.6180193
14490,0.05,0.05,2.6180143,0.05,0.05,2.6180158
14500,0.05,0.05,2.6180084,0.05,0.05,2.618016
14510,0.05,0.05,2.6179876,0.05,0.05,2.618016
14520,0.05,0.05,2.6179626,0.05,0.05,2.6179516
14530,0.05,0.05,2.617931,0.05,0.05,2.6179304
14540,0.05,0.05,2.6179168,0.05,0.05,2.6179132
14550,0.05,0.05,2.6179047,0.05,0.05,2.6179023
14560,0.05,0.05,2.617848,0.05,0.05,2.6178339
14570,0.05,0.05,2.6177645,0.05,0.05,2.6177514
14580,0.05,0.05,2.6177108,0.05,0.05,2.617718
14590,0.05,0.05,2.6176972,0.05,0.05,2.6176891
14600,0.05,0.05,2.6176825,0.05,0.05,2.6176844
14610,0.05,0.05,2.61768,0.05,0.05,2.6176798
14620,0.05,0.05,2.6176786,0.05,0.05,2.6176782
14630,0.05,0.05,2.617678,0.05,0.05,2.617678
14640,0.05,0.05,2.6176777,0.05,0.05,2.6176777
14650,0.05,0.05,2.617677,0.05,0.05,2.6176777
14660,0.05,0.05,2.6176746,0.05,0.05,2.6176794
14670,0.05,0.05,2.6176543,0.05,0.05,2.6176805
14680,0.05,0.05,2.6175916,0.05,0.05,2.617559
14690,0.05,0.05,2.6175013,0.05,0.05,2.6175072
14700,0.05,0.05,2.6174679,0.05,0.05,2.6174707
14710,0.05,0.05,2.6174548,0.05,0.05,2.6174483
14720,0.05,0.05,2.6174438,0.05,0.05,2.6174433
14730,0.05,0.05,2.6174383,0.05,0.05,2.6174426
14740,0.05,0.05,2.617434,0.05,0.05,2.6174424
14750,0.05,0.05,2.6174035,0.05,0.05,2.6174102
14760,0.05,0.05,2.6173525,0.05,0.05,2.617331
14770,0.05,0.05,2.617281,0.05,0.05,2.61727
14780,0.05,0.05,2.61724,0.05,0.05,2.6172428
14790,0.05,0.05,2.617226,0.05,0.05,2.617225
14800,0.05,0.05,2.6172183,0.05,0.05,2.6172168
14810,0.05,0.05,2.617214,0.05,0.05,2.6172144
14820,0.05,0.05,2.6172132,0.05,0.05,2.6172118
14830,0.05,0.05,2.6172113,0.05,0.05,2.6172106
14840,0.05,0.05,2.6172104,0.05,0.05,2.617209
14850,0.05,0.05,2.6172051,0.05,0.05,2.6171992
14860,0.05,0.05,2.6171439,0.05,0.05,2.6171386
14870,0.05,0.05,2.6170876,0.05,0.05,2.6170778
14880,0.05,0.05,2.6170502,0.05,0.05,2.6170537
14890,0.05,0.05,2.6170394,0.05,0.05,2.6170337
14900,0.05,0.05,2.6170287,0.05,0.05,2.6170318
14910,0.05,0.05,2.6170275,0.05,0.05,2.6170263
14920,0.05,0.05,2.6170263,0.05,0.05,2.6170251
14930,0.05,0.05,2.6170251,0.05,0.05,2.6170259
14940,0.05,0.05,2.6170251,0.05,0.05,2.617026
14950,0.05,0.05,2.6170254,0.05,0.05,2.6170263
14960,0.05,0.05,2.6170244,0.05,0.05,2.6170282
14970,0.05,0.05,2.617011,0.05,0.05,2.6170356
14980,0.05,0.05,2.6169481,0.05,0.05,2.6169329
14990,0.05,0.05,2.6168427,0.05,0.05,2.616856
15000,0.05,0.05,2.6167963,0.05,0.05,2.6167905
15010,0.05,0.05,2.6167693,0.05,0.05,2.6167583
15020,0.05,0.05,2.6167512,0.05,0.05,2.6167498
15030,0.05,0.05,2.6167448,0.05,0.05,2.6167462
15040,0.05,0.05,2.6167438,0.05,0.05,2.6167402
15050,0.05,0.05,2.6167397,0.05,0.05,2.6167305
15060,0.05,0.05,2.6166992,0.05,0.05,2.6166885
15070,0.05,0.05,2.616647,0.05,0.05,2.6166456
15080,0.05,0.05,2.6166222,0.05,0.05,2.6166186
15090,0.05,0.05,2.6166077,0.05,0.05,2.6166086
15100,0.05,0.05,2.6166034,0.05,0.05,2.616602
15110,0.05,0.05,2.6165993,0.05,0.05,2.6165972
15120,0.05,0.05,2.6165688,0.05,0.05,2.6165555
15130,0.05,0.05,2.6164978,0.05,0.05,2.616498
15140,0.05,0.05,2.616465,0.05,0.05,2.6164594
15150,0.05,0.05,2.6164434,0.05,0.05,2.616443
15160,0.05,0.05,2.6164355,0.05,0.05,2.6164365
15170,0.05,0.05,2.6164334,0.05,0.05,2.6164308
15180,0.05,0.05,2.6164308,0.05,0.05,2.6164303
15190,0.05,0.05,2.6164308,0.05,0.05,2.6164248
15200,0.05,0.05,2.6164107,0.05,0.05,2.6163948
15210,0.05,0.05,2.6163363,0.05,0.05,2.6163385
15220,0.05,0.05,2.6163032,0.05,0.05,2.616295
15230,0.05,0.05,2.6162765,0.05,0.05,2.6162798
15240,0.05,0.05,2.6162713,0.05,0.05,2.6162665
15250,0.05,0.05,2.6162624,0.05,0.05,2.6162658
15260,0.05,0.05,2.616263,0.05,0.05,2.6162615
15270,0.05,0.05,2.6162622,0.05,0.05,2.6162603
15280,0.05,0.05,2.616261,0.05,0.05,2.6162596
15290,0.05,0.05,2.616261,0.05,0.05,2.6162565
15300,0.05,0.05,2.6162598,0.05,0.05,2.6162379
15310,0.05,0.05,2.6161883,0.05,0.05,2.6161902
15320,0.05,0.05,2.6161304,0.05,0.05,2.6161163
15330,0.05,0.05,2.6160882,0.05,0.05,2.6160846
15340,0.05,0.05,2.6160712,0.05,0.05,2.6160576
15350,0.05,0.05,2.6160536,0.05,0.05,2.6160493
15360,0.05,0.05,2.616046,0.05,0.05,2.6160352
15370,0.05,0.05,2.616033,0.05,0.05,2.616026
15380,0.05,0.05,2.6160254,0.05,0.05,2.6160133
15390,0.05,0.05,2.61599,0.05,0.05,2.6159751
15400,0.05,0.05,2.615919,0.05,0.05,2.6159222
15410,0.05,0.05,2.6158912,0.05,0.05,2.6158843
15420,0.05,0.05,2.6158686,0.05,0.05,2.6158686
15430,0.05,0.05,2.6158624,0.05,0.05,2.6158593
15440,0.05,0.05,2.6158545,0.05,0.05,2.615858
15450,0.05,0.05,2.6158526,0.05,0.05,2.6158557
15460,0.05,0.05,2.6158392,0.05,0.05,2.6158535
15470,0.05,0.05,2.6158123,0.05,0.05,2.6158035
15480,0.05,0.05,2.6157806,0.05,0.05,2.6157856
15490,0.05,0.05,2.6157691,0.05,0.05,2.6157677
15500,0.05,0.05,2.6157458,0.05,0.05,2.615756
15510,0.05,0.05,2.6157045,0.05,0.05,2.6156914
15520,0.05,0.05,2.6156585,0.05,0.05,2.615655
15530,0.05,0.05,2.61563,0.05,0.05,2.6156347
15540,0.05,0.05,2.6156244,0.05,0.05,2.6156178
15550,0.05,0.05,2.6156168,0.05,0.05,2.6156147
15560,0.05,0.05,2.615613,0.05,0.05,2.6156104
15570,0.05,0.05,2.6156127,0.05,0.05,2.6155982
15580,0.05,0.05,2.6155834,0.05,0.05,2.6155655
15590,0.05,0.05,2.6155279,0.05,0.05,2.6155398
15600,0.05,0.05,2.6155164,0.05,0.05,2.615506
15610,0.05,0.05,2.6155002,0.05,0.05,2.6155012
15620,0.05,0.05,2.615497,0.05,0.05,2.6154926
15630,0.05,0.05,2.6154957,0.05,0.05,2.6154752
15640,0.05,0.05,2.615437,0.05,0.05,2.6154304
15650,0.05,0.05,2.6153839,0.05,0.05,2.6153762
15660,0.05,0.05,2.6153553,0.05,0.05,2.6153512
15670,0.05,0.05,2.6153371,0.05,0.05,2.6153393
15680,0.05,0.05,2.6153343,0.05,0.05,2.6153293
15690,0.05,0.05,2.6153307,0.05,0.05,2.615323
15700,0.05,0.05,2.6153135,0.05,0.05,2.615294
15710,0.05,0.05,2.6152651,0.05,0.05,2.6152685
15720,0.05,0.05,2.6152503,0.05,0.05,2.6152456
15730,0.05,0.05,2.6152384,0.05,0.05,2.6152337
15740,0.05,0.05,2.6152155,0.05,0.05,2.6151996
15750,0.05,0.05,2.61513,0.05,0.05,2.615133
15760,0.05,0.05,2.6150916,0.05,0.05,2.615081
15770,0.05,0.05,2.6150603,0.05,0.05,2.6150634
15780,0.05,0.05,2.6150532,0.05,0.05,2.61505
15790,0.05,0.05,2.615047,0.05,0.05,2.6150458
15800,0.05,0.05,2.615045,0.05,0.05,2.6150434
15810,0.05,0.05,2.6150436,0.05,0.05,2.6150422
15820,0.05,0.05,2.6150458,0.05,0.05,2.6150372
15830,0.05,0.05,2.6150396,0.05,0.05,2.6150062
15840,0.05,0.05,2.6149542,0.05,0.05,2.614965
15850,0.05,0.05,2.6149251,0.05,0.05,2.6149118
15860,0.05,0.05,2.6148953,0.05,0.05,2.6148999
15870,0.05,0.05,2.61489,0.05,0.05,2.6148858
15880,0.05,0.05,2.6148822,0.05,0.05,2.6148849
15890,0.05,0.05,2.6148815,0.05,0.05,2.6148815
15900,0.05,0.05,2.6148791,0.05,0.05,2.6148834
15910,0.05,0.05,2.6148627,0.05,0.05,2.6148846
15920,0.05,0.05,2.6148062,0.05,0.05,2.6147735
15930,0.05,0.05,2.6147065,0.05,0.05,2.614721
15940,0.05,0.05,2.6146746,0.05,0.05,2.6146705
15950,0.05,0.05,2.6146545,0.05,0.05,2.6146479
15960,0.05,0.05,2.6146412,0.05,0.05,2.6146424
15970,0.05,0.05,2.614638,0.05,0.05,2.6146393
15980,0.05,0.05,2.614637,0.05,0.05,2.6146362
15990,0.05,0.05,2.614635,0.05,0.05,2.6146362
16000,0.05,0.05,2.614635,0.05,0.05,2.6146352
16010,0.05,0.05,2.6146271,0.05,0.05,2.6146317
16020,0.05,0.05,2.6145563,0.05,0.05,2.6145551
16030,0.05,0.05,2.614477,0.05,0.05,2.614462
16040,0.05,0.05,2.614417,0.05,0.05,2.614426
16050,0.05,0.05,2.6144009,0.05,0.05,2.614394
16060,0.05,0.05,2.6143868,0.05,0.05,2.6143847
16070,0.05,0.05,2.6143801,0.05,0.05,2.614383
16080,0.05,0.05,2.61438,0.05,0.05,2.6143787
16090,0.05,0.05,2.6143785,0.05,0.05,2.6143787
16100,0.05,0.05,2.6143787,0.05,0.05,2.6143768
16110,0.05,0.05,2.6143792,0.05,0.05,2.6143737
16120,0.05,0.05,2.6143732,0.05,0.05,2.6143463
16130,0.05,0.05,2.6142786,0.05,0.05,2.6142886
16140,0.05,0.05,2.6142402,0.05,0.05,2.614223
16150,0.05,0.05,2.6142004,0.05,0.05,2.6142058
16160,0.05,0.05,2.614192,0.05,0.05,2.6141894
16170,0.05,0.05,2.6141856,0.05,0.05,2.6141846
16180,0.05,0.05,2.6141827,0.05,0.05,2.6141822
16190,0.05,0.05,2.6141803,0.05,0.05,2.6141803
16200,0.05,0.05,2.6141794,0.05,0.05,2.6141791
16210,0.05,0.05,2.6141772,0.05,0.05,2.6141796
16220,0.05,0.05,2.6141663,0.05,0.05,2.6141813
16230,0.05,0.05,2.6141024,0.05,0.05,2.614076
16240,0.05,0.05,2.6140008,0.05,0.05,2.6140125
16250,0.05,0.05,2.6139634,0.05,0.05,2.6139581
16260,0.05,0.05,2.6139402,0.05,0.05,2.6139352
16270,0.05,0.05,2.6139276,0.05,0.05,2.6139276
16280,0.05,0.05,2.6139233,0.05,0.05,2.613924
16290,0.05,0.05,2.6139214,0.05,0.05,2.6139214
16300,0.05,0.05,2.6139185,0.05,0.05,2.6139228
16310,0.05,0.05,2.6139057,0.05,0.05,2.6139202
16320,0.05,0.05,2.6138766,0.05,0.05,2.6138701
16330,0.05,0.05,2.6138406,0.05,0.05,2.6138494
16340,0.05,0.05,2.613822,0.05,0.05,2.6138244
16350,0.05,0.05,2.6137927,0.05,0.05,2.6138008
16360,0.05,0.05,2.6137726,0.05,0.05,2.6137695
16370,0.05,0.05,2.6137617,0.05,0.05,2.6137578
16380,0.05,0.05,2.6137545,0.05,0.05,2.61375
16390,0.05,0.05,2.6137476,0.05,0.05,2.6137426
16400,0.05,0.05,2.6137393,0.05,0.05,2.61373
16410,0.05,0.05,2.613712,0.05,0.05,2.6137042
16420,0.05,0.05,2.613679,0.05,0.05,2.6136825
16430,0.05,0.05,2.6136672,0.05,0.05,2.6136668
16440,0.05,0.05,2.6136627,0.05,0.05,2.613656
16450,0.05,0.05,2.613657,0.05,0.05,2.6136487
16460,0.05,0.05,2.6136487,0.05,0.05,2.6136374
16470,0.05,0.05,2.6136177,0.05,0.05,2.613617
16480,0.05,0.05,2.6135612,0.05,0.05,2.6135764
16490,0.05,0.05,2.6135342,0.05,0.05,2.6135254
16500,0.05,0.05,2.6135023,0.05,0.05,2.6135077
16510,0.05,0.05,2.6134782,0.05,0.05,2.6134832
16520,0.05,0.05,2.613469,0.05,0.05,2.6134613
16530,0.05,0.05,2.6134577,0.05,0.05,2.613457
16540,0.05,0.05,2.6134503,0.05,0.05,2.6134546
16550,0.05,0.05,2.6134455,0.05,0.05,2.613451
16560,0.05,0.05,2.6134255,0.05,0.05,2.6134248
16570,0.05,0.05,2.6133664,0.05,0.05,2.6133456
16580,0.05,0.05,2.613302,0.05,0.05,2.6133118
16590,0.05,0.05,2.6132832,0.05,0.05,2.613277
16600,0.05,0.05,2.6132662,0.05,0.05,2.613268
16610,0.05,0.05,2.6132555,0.05,0.05,2.6132593
16620,0.05,0.05,2.613233,0.05,0.05,2.6132362
16630,0.05,0.05,2.61322,0.05,0.05,2.6132104
16640,0.05,0.05,2.613205,0.05,0.05,2.6132038
16650,0.05,0.05,2.613201,0.05,0.05,2.6131938
16660,0.05,0.05,2.6131954,0.05,0.05,2.6131644
16670,0.05,0.05,2.61312,0.05,0.05,2.6131256
16680,0.05,0.05,2.6130877,0.05,0.05,2.6130805
16690,0.05,0.05,2.6130664,0.05,0.05,2.6130657
16700,0.05,0.05,2.613056,0.05,0.05,2.6130576
16710,0.05,0.05,2.613053,0.05,0.05,2.6130524
16720,0.05,0.05,2.6130493,0.05,0.05,2.6130521
16730,0.05,0.05,2.6130352,0.05,0.05,2.6130457
16740,0.05,0.05,2.6129785,0.05,0.05,2.6129577
16750,0.05,0.05,2.6129076,0.05,0.05,2.6129162
16760,0.05,0.05,2.6128857,0.05,0.05,2.6128762
16770,0.05,0.05,2.612865,0.05,0.05,2.612866
16780,0.05,0.05,2.6128588,0.05,0.05,2.6128595
16790,0.05,0.05,2.6128564,0.05,0.05,2.612856
16800,0.05,0.05,2.6128547,0.05,0.05,2.6128547
16810,0.05,0.05,2.6128552,0.05,0.05,2.6128526
16820,0.05,0.05,2.6128597,0.05,0.05,2.6128309
16830,0.05,0.05,2.6127486,0.05,0.05,2.6127646
16840,0.05,0.05,2.6126757,0.05,0.05,2.6126833
16850,0.05,0.05,2.6126373,0.05,0.05,2.6126397
16860,0.05,0.05,2.6126196,0.05,0.05,2.6126184
16870,0.05,0.05,2.6126106,0.05,0.05,2.6126075
16880,0.05,0.05,2.6126044,0.05,0.05,2.6125958
16890,0.05,0.05,2.6125836,0.05,0.05,2.612567
16900,0.05,0.05,2.6125326,0.05,0.05,2.6125367
16910,0.05,0.05,2.6125143,0.05,0.05,2.6125093
16920,0.05,0.05,2.6125023,0.05,0.05,2.6124997
16930,0.05,0.05,2.612494,0.05,0.05,2.6124976
16940,0.05,0.05,2.6124914,0.05,0.05,2.6124945
16950,0.05,0.05,2.6124878,0.05,0.05,2.612492
16960,0.05,0.05,2.612471,0.05,0.05,2.6124768
16970,0.05,0.05,2.6124275,0.05,0.05,2.6124082
16980,0.05,0.05,2.6123762,0.05,0.05,2.6123774
16990,0.05,0.05,2.6123538,0.05,0.05,2.612354
17000,0.05,0.05,2.6123443,0.05,0.05,2.6123443
17010,0.05,0.05,2.61234,0.05,0.05,2.61234
17020,0.05,0.05,2.61234,0.05,0.05,2.6123364
17030,0.05,0.05,2.6123414,0.05,0.05,2.6123288
17040,0.05,0.05,2.6123137,0.05,0.05,2.6122832
17050,0.05,0.05,2.6122293,0.05,0.05,2.6122346
17060,0.05,0.05,2.612199,0.05,0.05,2.612195
17070,0.05,0.05,2.6121805,0.05,0.05,2.6121771
17080,0.05,0.05,2.6121705,0.05,0.05,2.6121726
17090,0.05,0.05,2.6121697,0.05,0.05,2.6121666
17100,0.05,0.05,2.6121693,0.05,0.05,2.6121638
17110,0.05,0.05,2.6121583,0.05,0.05,2.6121361
17120,0.05,0.05,2.6120806,0.05,0.05,2.6120856
17130,0.05,0.05,2.612046,0.05,0.05,2.6120374
17140,0.05,0.05,2.6120183,0.05,0.05,2.6120195
17150,0.05,0.05,2.6120093,0.05,0.05,2.6120079
17160,0.05,0.05,2.6120043,0.05,0.05,2.6120038
17170,0.05,0.05,2.6120007,0.05,0.05,2.6120026
17180,0.05,0.05,2.6120014,0.05,0.05,2.6120002
17190,0.05,0.05,2.6120007,0.05,0.05,2.6119995
17200,0.05,0.05,2.6120007,0.05,0.05,2.6119983
17210,0.05,0.05,2.612002,0.05,0.05,2.6119888
17220,0.05,0.05,2.6119578,0.05,0.05,2.6119394
17230,0.05,0.05,2.611872,0.05,0.05,2.6118777
17240,0.05,0.05,2.6118371,0.05,0.05,2.6118326
17250,0.05,0.05,2.6118155,0.05,0.05,2.6118097
17260,0.05,0.05,2.6118019,0.05,0.05,2.6118042
17270,0.05,0.05,2.6118004,0.05,0.05,2.6117957
17280,0.05,0.05,2.6117945,0.05,0.05,2.6117826
17290,0.05,0.05,2.6117568,0.05,0.05,2.6117463
17300,0.05,0.05,2.6117108,0.05,0.05,2.61169
17310,0.05,0.05,2.611654,0.05,0.05,2.611662
17320,0.05,0.05,2.6116402,0.05,0.05,2.6116326
17330,0.05,0.05,2.6116247,0.05,0.05,2.611627
17340,0.05,0.05,2.6116216,0.05,0.05,2.61162
17350,0.05,0.05,2.611618,0.05,0.05,2.611618
17360,0.05,0.05,2.6116168,0.05,0.05,2.6116168
17370,0.05,0.05,2.6116157,0.05,0.05,2.6116161
17380,0.05,0.05,2.6116107,0.05,0.05,2.6116035
17390,0.05,0.05,2.6115386,0.05,0.05,2.6115296
17400,0.05,0.05,2.611474,0.05,0.05,2.611471
17410,0.05,0.05,2.6114419,0.05,0.05,2.6114385
17420,0.05,0.05,2.6114252,0.05,0.05,2.6114228
17430,0.05,0.05,2.611416,0.05,0.05,2.6114109
17440,0.05,0.05,2.6113982,0.05,0.05,2.6113894
17450,0.05,0.05,2.6113684,0.05,0.05,2.6113684
17460,0.05,0.05,2.6113555,0.05,0.05,2.6113555
17470,0.05,0.05,2.61135,0.05,0.05,2.6113482
17480,0.05,0.05,2.6113465,0.05,0.05,2.6113455
17490,0.05,0.05,2.6113434,0.05,0.05,2.6113431
17500,0.05,0.05,2.6113183,0.05,0.05,2.6113234
17510,0.05,0.05,2.611244,0.05,0.05,2.611247
17520,0.05,0.05,2.6112025,0.05,0.05,2.611195
17530,0.05,0.05,2.6111743,0.05,0.05,2.6111727
17540,0.05,0.05,2.6111624,0.05,0.05,2.6111615
17550,0.05,0.05,2.6111567,0.05,0.05,2.6111574
17560,0.05,0.05,2.611155,0.05,0.05,2.611155
17570,0.05,0.05,2.6111536,0.05,0.05,2.6111548
17580,0.05,0.05,2.6111515,0.05,0.05,2.611156
17590,0.05,0.05,2.6111329,0.05,0.05,2.6111555
17600,0.05,0.05,2.6110742,0.05,0.05,2.611036
17610,0.05,0.05,2.6109655,0.05,0.05,2.6109643
17620,0.05,0.05,2.6109107,0.05,0.05,2.610915
17630,0.05,0.05,2.6108892,0.05,0.05,2.610885
17640,0.05,0.05,2.6108747,0.05,0.05,2.610874
17650,0.05,0.05,2.6108701,0.05,0.05,2.6108685
17660,0.05,0.05,2.610867,0.05,0.05,2.610868
17670,0.05,0.05,2.6108668,0.05,0.05,2.610866
17680,0.05,0.05,2.610866,0.05,0.05,2.6108656
17690,0.05,0.05,2.610866,0.05,0.05,2.6108637
17700,0.05,0.05,2.6108606,0.05,0.05,2.6108472
17710,0.05,0.05,2.6107836,0.05,0.05,2.6107807
17720,0.05,0.05,2.6107306,0.05,0.05,2.6107256
17730,0.05,0.05,2.610701,0.05,0.05,2.6106963
17740,0.05,0.05,2.6106842,0.05,0.05,2.6106865
17750,0.05,0.05,2.6106803,0.05,0.05,2.6106782
17760,0.05,0.05,2.6106756,0.05,0.05,2.6106768
17770,0.05,0.05,2.6106753,0.05,0.05,2.6106741
17780,0.05,0.05,2.610674,0.05,0.05,2.6106744
17790,0.05,0.05,2.610674,0.05,0.05,2.6106732
17800,0.05,0.05,2.6106727,0.05,0.05,2.6106672
17810,0.05,0.05,2.6106231,0.05,0.05,2.610603
17820,0.05,0.05,2.6105447,0.05,0.05,2.610538
17830,0.05,0.05,2.610501,0.05,0.05,2.6105018
17840,0.05,0.05,2.6104825,0.05,0.05,2.610481
17850,0.05,0.05,2.6104739,0.05,0.05,2.6104717
17860,0.05,0.05,2.61047,0.05,0.05,2.6104674
17870,0.05,0.05,2.6104689,0.05,0.05,2.610462
17880,0.05,0.05,2.6104627,0.05,0.05,2.6104376
17890,0.05,0.05,2.6103933,0.05,0.05,2.610398
17900,0.05,0.05,2.6103644,0.05,0.05,2.6103544
17910,0.05,0.05,2.6103399,0.05,0.05,2.6103425
17920,0.05,0.05,2.610335,0.05,0.05,2.610329
17930,0.05,0.05,2.6103315,0.05,0.05,2.6103203
17940,0.05,0.05,2.6103144,0.05,0.05,2.61028
17950,0.05,0.05,2.6102352,0.05,0.05,2.6102436
17960,0.05,0.05,2.61021,0.05,0.05,2.6102052
17970,0.05,0.05,2.610191,0.05,0.05,2.6101873
17980,0.05,0.05,2.6101813,0.05,0.05,2.6101825
17990,0.05,0.05,2.610179,0.05,0.05,2.6101775
18000,0.05,0.05,2.610176,0.05,0.05,2.6101773
18010,0.05,0.05,2.610175,0.05,0.05,2.610176
18020,0.05,0.05,2.610164,0.05,0.05,2.6101687
18030,0.05,0.05,2.610102,0.05,0.05,2.6100864
18040,0.05,0.05,2.6100304,0.05,0.05,2.610034
18050,0.05,0.05,2.6100025,0.05,0.05,2.609994
18060,0.05,0.05,2.60998,0.05,0.05,2.6099825
18070,0.05,0.05,2.6099749,0.05,0.05,2.609973
18080,0.05,0.05,2.60997,0.05,0.05,2.6099708
18090,0.05,0.05,2.6099691,0.05,0.05,2.6099682
18100,0.05,0.05,2.6099682,0.05,0.05,2.6099682
18110,0.05,0.05,2.6099682,0.05,0.05,2.6099677
18120,0.05,0.05,2.609969,0.05,0.05,2.6099665
